Geneid	Trspfl_RNA_1	control_RPF_1	Trspfl_RPF_2	control_RPF_2	Trspfl_RNA_2	Trspfl_RPF_1	control_RNA_1	control_RNA_2
Pcbp3	8	3	4	0	7	2	11	8
Dok1	40	8	11	8	49	6	15	26
Fscn3	0	0	0	0	0	0	0	0
Dgka	100	46	54	45	119	62	79	100
Scgb1a1	0	0	0	0	0	0	0	0
Usf2	674	34	58	53	604	37	367	539
Rpl31-ps12	0	0	0	0	1	0	0	2
Lrrfip2	522	110	230	128	501	173	314	475
Zdhhc4	185	6	9	2	203	7	136	151
Pot1b	61	8	19	13	49	8	43	40
Lrrc6	0	0	0	0	0	0	0	0
Pias3	156	24	63	18	188	33	85	128
Tmem115	321	38	51	43	316	38	225	284
Dapp1	14	7	6	10	21	10	12	11
Cop1	145	0	1	1	116	2	106	121
Apoc1	46126	20518	27397	22590	55139	22040	27529	42360
Suco	371	56	112	53	225	68	193	255
Ncam2	17	5	5	15	14	6	18	19
Prl8a2	0	0	0	0	0	0	0	0
Gbx2	0	0	0	0	0	0	0	0
Pdgfc	85	29	20	10	83	21	53	62
Pcyt2	5938	1266	1922	1300	6065	1530	3830	5356
Stk4	449	80	132	91	426	89	294	334
Orc1	6	0	1	0	2	1	0	0
Cpxm1	16	8	14	6	24	11	6	4
Ebag9	385	26	57	33	389	58	214	294
Dusp11	919	73	199	127	898	144	649	799
Nop14	317	105	236	111	323	195	201	270
Dennd4b	100	5	21	7	115	10	51	47
Tas2r134	1	0	0	0	0	0	0	1
Tas2r107	0	0	0	0	0	0	0	0
Tas2r102	0	0	0	0	0	0	0	0
Eri2	107	16	38	18	83	34	62	83
Cox6b2	40	13	32	7	45	25	27	30
Ly6c2	13	7	2	0	18	4	4	8
Ddx6	1161	266	453	283	992	351	772	840
Sytl5	22	3	21	1	33	12	12	7
Nnmt	2321	608	1386	420	3610	659	1390	1562
Faf1	681	178	368	192	520	324	346	463
Cers2	4771	2226	2639	1608	4393	2028	3030	3793
H3f4	0	0	1	0	0	0	2	0
Hcar1	0	0	0	0	0	0	1	0
Ssh2	363	66	95	69	315	96	265	287
Lgals12	1	0	0	0	0	0	0	0
Gpr65	50	5	4	6	57	6	33	41
Gpc4	569	666	991	750	502	796	533	500
Guca2b	0	0	0	0	1	0	0	0
Guca1a	14	7	3	1	21	4	16	15
Lcn6	1	0	1	0	0	0	0	0
Fbxo6	902	188	360	206	882	261	508	696
Mmp2	56	29	49	18	49	35	30	28
Nmt1	1364	283	549	284	1290	379	696	987
Icam1	197	91	166	46	236	96	97	109
Ngp	1	0	2	0	1	0	0	0
Nefm	0	0	0	0	0	0	0	0
Atp8a2	2	0	0	0	1	0	2	0
Mbd6	206	8	15	9	170	12	124	177
Tprgl	731	110	151	93	724	81	458	620
Fbxo36	166	29	147	33	188	90	35	56
Radx	1	0	0	0	0	0	1	0
Rtl4	1	0	0	0	0	0	0	0
Syne3	97	9	30	9	105	21	50	66
Cped1	990	102	156	129	897	160	648	749
Il17a	0	0	0	0	0	0	0	0
Il16	86	18	37	32	61	42	70	72
Rmc1	258	152	178	89	255	105	204	262
Fndc8	2	0	2	0	4	0	1	2
Sp2	50	18	29	13	33	19	23	33
Dnajc28	337	88	113	68	363	93	211	246
Trmt44	67	19	34	10	84	23	40	57
Cyp2c55	402	66	111	72	224	140	109	155
Gcnt3	0	0	0	0	1	0	0	1
Anks4b	697	343	675	381	843	450	443	656
Sgo2b	0	0	0	0	0	0	0	0
Hnrnpa3	77	3	4	5	76	5	71	88
Slc35f6	399	88	121	72	340	68	253	202
Gabra5	0	0	0	0	0	0	0	0
Proser1	138	19	25	9	135	20	65	89
Tigd3	3	1	0	0	5	0	4	1
Rab39	16	6	3	4	23	3	8	12
Pcnx2	1	1	0	0	0	0	0	2
Cstdc4	0	0	1	0	1	0	0	0
Fam126a	248	14	52	12	288	41	82	122
Lsm12	114	36	81	29	119	33	68	118
Apol10a	0	0	0	0	0	0	0	0
Dhx35	103	22	48	19	99	21	71	48
Srpk1	360	111	150	112	348	145	212	260
Derl1	2285	527	357	258	2166	323	1805	1768
Kif2b	0	0	0	0	0	0	0	0
1700066M21Rik	288	24	11	14	258	12	343	375
Rnf157	22	2	2	1	13	1	8	11
Faim2	0	0	0	0	0	0	0	0
Coq9	2348	275	680	289	2326	391	1346	1586
Ppat	455	129	318	165	473	218	250	390
Odf3	0	0	0	0	0	0	0	0
Cyp2d40	393	206	132	118	397	94	506	550
Zfp746	229	38	98	28	217	43	86	159
Cox6a1	5087	1572	2115	776	4881	1070	3310	3902
Zfp541	0	0	0	1	0	0	0	0
Gm15816	0	0	0	0	1	0	0	0
Btbd35f13	0	0	0	0	0	0	0	0
Rem1	1	2	0	2	6	2	1	2
Pxmp2	1752	513	729	366	1873	479	1010	1342
Nectin2	851	146	126	60	741	102	568	524
Elf5	0	0	0	0	5	0	1	0
Ptprm	73	35	75	38	60	59	30	48
Enah	6	0	2	0	3	2	7	2
Lrrc34	0	0	0	0	0	0	0	2
Fancg	66	17	23	5	58	14	45	29
Aldh1a3	12	3	7	1	10	10	6	6
Fubp3	313	54	108	69	268	106	166	235
Slfn1	9	3	1	2	18	3	2	7
Trh	0	0	0	0	0	0	0	0
Tnfsf10	110	25	66	21	134	44	63	71
Traf6	290	23	40	22	226	27	183	183
Traf4	542	30	58	36	545	28	359	517
Cpne8	36	18	32	8	37	19	22	19
Plaur	8	1	4	2	14	0	0	1
Car14	806	198	451	169	750	345	224	344
Suclg2	1843	277	497	230	1741	406	835	1025
Sec63	1823	693	1259	975	1459	1125	1458	1871
Magea8	0	0	0	0	0	0	0	0
Ripk2	134	20	35	25	128	26	80	103
Magea3	0	0	0	0	0	0	0	0
Urb1	115	39	52	29	99	36	45	59
Dmtf1	382	18	49	32	374	59	199	286
Colec12	819	271	268	204	626	267	438	629
Bcar3	1125	429	596	417	1084	368	977	1151
Olfr959	0	0	0	0	0	0	0	0
Ikzf3	4	0	1	1	5	3	5	2
Zfx	231	30	41	21	192	53	165	210
Zfr	954	236	492	284	843	408	627	745
Zfpm2	7	4	10	1	6	8	4	7
Zfp54	74	3	16	2	71	11	26	36
Zfp41	36	1	2	3	52	0	18	16
Zfp39	33	10	19	14	31	19	40	27
Letmd1	502	93	160	68	456	114	337	349
Mfsd11	249	72	91	63	285	59	148	194
Nccrp1	0	1	0	0	0	0	0	0
Slfn14	0	0	0	0	0	0	0	0
Sgo2a	17	0	4	2	5	4	8	4
Spin2d	1	0	0	0	0	0	0	1
Ptprq	1	0	0	0	0	0	0	1
Cnfn	0	0	0	0	0	0	0	0
Cd59b	43	10	16	8	38	13	18	34
2610001J05Rik	260	22	44	20	231	27	201	215
Retreg3	1430	369	397	269	1405	217	1138	1259
Ro60	89	31	50	23	90	24	66	74
Gm4984	0	0	0	0	0	0	0	0
Gm14569	1	0	1	0	0	0	0	0
Oxct2a	0	0	2	0	0	0	0	0
Perp	1233	119	138	81	1117	95	789	964
Hapln2	0	0	0	0	0	0	0	0
Sv2a	1	0	0	0	1	0	0	0
Gm21704	0	0	0	0	0	0	0	0
Aqp9	5225	2855	2741	2254	4602	2083	4210	5545
Agrp	1	0	0	0	3	1	1	2
Mmachc	144	70	89	52	144	53	95	83
Trappc6a	347	68	113	36	331	73	128	180
9130401M01Rik	241	10	40	28	261	40	160	196
Ppp1r14c	0	0	0	0	0	0	0	0
Zfp593	25	15	48	27	40	34	27	31
Stag3	1	0	0	0	0	0	0	2
Armh4	3	0	0	0	1	0	2	1
Gpr176	1	1	1	0	2	0	1	0
Kidins220	1185	484	715	375	1087	552	689	853
Taf7l	0	0	0	0	0	0	0	0
Pax1	0	0	1	0	0	0	0	0
Faah	2481	1488	1525	900	2348	879	1898	2023
Ncoa2	598	161	207	116	523	161	366	529
Nid2	142	38	62	24	127	44	76	101
Calm1	4622	1272	2202	1441	4232	1682	3005	4075
Nfib	786	235	377	243	691	301	585	760
Gfy	0	0	0	0	0	0	0	0
Trmt2a	726	73	118	48	538	84	480	553
Tex19.2	0	0	0	0	1	0	0	0
Armcx1	56	12	16	12	74	17	39	52
Spink12	0	0	0	0	0	0	0	0
Snrnp25	69	2	4	2	78	3	46	50
Creb3l4	6	1	1	1	2	1	0	0
Ppargc1b	199	49	73	41	182	48	134	181
Smok3c	0	0	0	0	0	0	0	0
Clock	1277	121	201	131	1004	167	905	930
Plcl1	15	2	8	4	10	6	6	10
Prrc2b	690	175	230	139	577	171	450	529
Vmn2r45	0	0	0	0	0	0	0	0
Mup12	62	41	4	21	41	5	191	172
Kcnk7	0	0	0	0	0	0	1	0
Rps11	859	144	346	136	774	212	533	688
Scel	2	0	1	0	0	1	0	1
Dmac1	334	157	163	88	396	89	255	296
Pld3	442	124	195	78	469	109	195	260
Nxnl2	0	0	0	0	1	0	0	2
St14	4	3	0	0	12	1	5	5
1810065E05Rik	1	0	0	0	0	0	0	0
Unc5cl	2	4	5	3	2	3	2	2
Atp13a1	713	329	461	193	689	285	499	532
Csta2	0	0	0	0	0	0	0	0
Hhat	9	2	8	3	18	2	7	5
Imp3	681	66	86	75	674	73	457	564
Tor1a	833	129	153	76	965	120	522	672
Ppan	207	30	92	32	230	61	86	148
Zfp526	68	16	25	12	65	20	30	33
Unc13b	29	19	1	13	13	4	100	83
Cenpk	28	1	4	1	19	7	12	15
Vmn1r137	0	0	0	0	0	0	0	0
Lrrc31	0	0	1	1	1	2	0	0
Map3k8	30	5	10	9	35	12	30	35
Foxd1	0	0	0	0	0	0	0	0
Cd22	16	5	8	6	25	7	15	16
Mbl1	3179	1289	1528	1287	3429	1021	2634	3480
Zfand4	276	83	54	71	229	58	265	375
Hdgfl3	19	1	10	2	21	4	15	21
Dxo	251	89	87	53	275	58	209	271
Cela1	735	46	20	21	107	860	124	194
Sncb	0	0	0	1	0	0	0	0
Vps37d	5	3	1	1	2	0	4	2
Slc44a1	231	115	125	74	210	101	203	217
Bsdc1	1065	181	280	123	1084	181	731	818
Lrrk1	153	84	92	66	169	64	140	128
Ipo13	304	49	60	31	285	19	253	175
Bcdin3d	36	11	26	5	48	15	24	26
Klhl24	1182	312	447	261	811	381	684	831
Bcl2l12	98	4	9	5	84	5	44	66
Cyp4f18	38	5	9	3	33	3	23	27
Agk	22	9	23	7	40	23	10	17
Akt1s1	667	78	165	67	619	98	362	555
Dnah10	1	0	0	0	1	0	0	0
Cnn2	58	30	51	23	51	40	41	42
2610042L04Rik	0	0	0	0	0	0	0	0
Npat	119	30	54	37	112	43	78	85
Vmn2r104	0	0	0	0	0	0	0	0
Vmn2r103	0	0	0	0	0	0	0	0
Vmn2r102	0	0	0	0	0	0	0	0
Plcb1	141	71	120	83	132	72	151	151
Abca6	3826	1677	2847	1577	3908	2025	2430	3119
Vmn1r19	0	0	0	0	0	0	0	0
Vmn1r18	0	0	0	0	0	0	0	0
Vmn1r28	0	0	0	0	0	0	0	0
Mnat1	148	73	70	40	159	49	75	103
Galc	100	29	41	26	67	28	64	52
Ndc1	141	88	105	43	91	52	81	73
Ssr3	6027	1174	1405	888	4989	1223	4351	4851
Ankrd33b	401	62	44	41	404	43	348	403
4921536K21Rik	0	0	0	0	0	0	0	0
Slc6a14	1	0	0	0	0	0	1	0
Tmem178	10	4	3	0	9	0	3	2
Piwil2	2	0	0	0	0	0	1	0
Cfap45	1	1	1	2	0	0	0	0
Bdh1	4544	1366	2343	1259	4497	1417	3034	4077
D630023F18Rik	1	0	0	0	0	0	0	0
Pafah2	2801	569	894	364	2738	614	1445	1397
Bfar	1124	168	236	146	994	171	720	921
Tm2d3	424	134	133	104	482	103	301	371
Erc1	398	99	184	124	369	161	249	365
Spidr	119	14	29	20	143	27	49	62
Actbl2	1	0	2	3	0	1	0	0
Gpr150	2	0	0	0	0	0	1	0
Nup188	124	69	107	29	139	65	78	76
Ankrd33	0	0	0	0	0	0	0	0
Pknox2	0	0	2	0	3	1	4	6
Rbm12b2	31	17	17	9	39	8	40	28
Tpd52l1	107	12	26	17	113	17	48	81
Senp2	448	45	46	46	375	58	252	319
Fam53c	172	25	35	11	151	20	128	150
Myoz2	2	0	0	0	0	0	0	0
Zfp146	398	12	26	17	370	20	205	334
Apoa4	1584	747	576	376	1680	376	1395	1318
Klra5	1	0	0	0	0	0	0	0
Trpc4ap	1732	771	1027	589	1601	693	1239	1468
Kcnk3	2	0	0	0	1	0	0	2
Kcnk2	0	0	0	0	0	0	1	0
Batf	13	0	1	2	8	1	8	4
Mcrs1	25	0	6	1	22	1	11	11
Zbtb24	175	28	60	36	133	48	73	114
Chil1	2	1	0	0	5	0	0	3
Chgb	0	0	0	0	0	0	0	1
Chga	0	0	0	0	0	0	0	0
Nat1	38	9	25	8	44	20	17	23
Bcl6b	20	2	2	0	26	1	13	14
Bax	376	67	99	49	464	73	226	353
Nap1l2	0	0	0	0	0	0	0	0
Cfl2	659	118	350	175	622	263	446	569
Cfl1	1395	369	750	510	1434	595	732	994
Cfi	11943	3929	4651	3699	12191	4056	8126	11080
Pcf11	423	79	129	94	411	114	264	445
Myct1	62	18	8	14	59	5	52	43
Esyt2	455	113	164	88	442	126	342	385
Slc22a21	19	0	0	0	14	0	5	8
Fam184b	1	0	0	0	3	1	3	4
Nav3	0	0	0	0	1	0	1	1
Mthfd2l	10	3	6	0	10	1	5	19
1110012L19Rik	242	33	63	30	307	38	131	185
Spertl	0	0	0	0	0	0	0	0
Nelfb	273	70	100	54	286	65	258	260
Fancf	57	30	39	17	62	21	32	51
B3glct	27	5	5	5	29	6	17	24
Defa17	0	0	0	0	0	0	0	0
Timm13	1303	407	505	262	1530	372	847	1110
Fbxw4	270	6	15	8	233	14	144	170
Trim34a	50	7	15	12	43	13	31	33
Olfr724	0	0	0	0	0	0	0	0
Olfr1410	0	0	0	0	0	0	0	0
Zfp277	229	40	85	54	221	70	130	170
Nr0b1	0	0	0	0	0	0	0	0
Ly9	41	13	13	14	36	14	23	16
Adam2	2	0	0	0	0	0	0	1
Foxs1	9	5	6	2	3	2	4	9
Foxf2	0	0	0	0	1	0	0	0
Sapcd1	0	0	0	0	1	0	1	0
Slc12a9	148	18	26	11	128	10	67	77
Slc6a11	0	0	0	0	0	0	0	0
Wrnip1	1099	173	162	129	1052	136	846	928
Pdss2	175	78	147	74	156	109	128	124
Kdm5a	660	90	218	112	605	183	339	448
Olfr54	0	0	0	0	0	0	0	0
Gpr33	1	0	0	0	0	0	0	0
Cyp4v3	5827	3328	3839	4069	5268	3227	6393	7571
Insyn2b	0	0	0	0	1	0	0	0
Arl14ep	155	54	101	37	164	68	101	99
Denn2b	502	86	105	74	348	92	454	435
Srsf9	363	105	153	70	314	81	239	322
Srsf3	390	5	4	1	461	7	217	278
Fank1	0	0	0	0	2	0	1	0
Fam243	0	0	0	0	0	0	1	0
Sdhd	4523	1607	1345	781	4798	842	3251	3884
Parpbp	6	4	5	0	4	2	2	0
Rras2	288	26	69	36	286	50	225	198
Psmf1	524	229	348	174	489	226	372	403
Vmn1r163	0	0	0	0	0	0	0	0
6030498E09Rik	2	0	0	0	0	0	2	1
2410141K09Rik	0	0	0	0	0	0	0	0
Lars	731	334	683	237	752	433	507	510
Upp2	7294	1149	2949	1428	6533	2603	2019	4726
Pcmtd2	911	135	253	148	884	185	627	738
Rad51c	17	4	5	3	17	5	12	14
Prkcg	1	1	0	0	1	0	0	1
Synpo2l	1	0	0	0	0	0	0	0
Epo	0	0	0	0	0	0	0	0
Ripk3	32	11	12	7	29	9	13	19
Apoo	16	1	0	0	14	2	11	7
Spn	12	1	6	2	6	3	4	0
Serpine2	25	11	17	20	27	17	32	72
Pglyrp1	6	5	4	3	7	2	3	9
Tnfaip6	2	2	2	0	7	2	0	2
Tnfaip3	70	15	38	16	83	20	42	67
Tnfaip2	460	150	170	93	465	117	402	393
Cox11	254	49	80	30	227	49	149	173
Gm1966	66	13	20	15	55	27	32	32
Fam205a1	0	0	0	0	1	0	0	0
Gaa	1617	552	888	460	1601	634	915	1063
Spsb2	188	69	62	38	239	26	119	166
St18	0	0	0	0	0	0	0	0
Bcam	83	23	38	14	86	28	41	52
Trappc3	841	270	365	214	851	276	457	609
Cops5	2011	673	797	384	1927	527	972	1485
Krtap15	0	0	0	0	0	0	0	0
4930519G04Rik	0	0	0	0	0	0	0	0
Gpr85	0	0	0	0	1	0	0	0
1700123K08Rik	0	0	0	0	0	0	0	0
Rnf170	87	0	1	1	85	1	45	85
Ipo8	884	280	587	365	833	520	626	647
Uba5	703	173	226	139	678	183	491	658
Grhl2	4	0	2	1	1	0	1	1
Rnf165	1	0	0	0	1	0	0	1
Dok5	0	0	0	0	0	0	0	0
Arl4d	203	77	53	56	216	50	182	221
Minar2	0	0	0	0	0	0	0	0
1700019A02Rik	1	0	0	0	0	0	0	0
Mcm2	87	32	55	24	70	44	28	32
Map4k1	9	2	6	1	12	2	7	9
Rev1	143	13	30	9	137	22	67	115
Arx	0	0	0	0	0	0	0	0
Prb1	0	0	0	0	0	0	0	0
Fbxo28	201	41	92	44	173	54	121	145
Tekt1	0	0	0	0	0	0	0	0
Rad21l	1	0	0	0	1	0	0	0
Shprh	384	159	224	130	351	218	210	298
Cd209c	0	0	0	0	0	0	0	1
Ism2	1	0	1	0	7	1	0	2
Mybl1	12	2	0	0	8	3	2	4
Stx18	304	161	188	109	321	135	205	227
Cacnb4	77	0	1	1	96	0	41	59
Esd	2495	399	1446	580	2954	1124	1020	1532
Bmp5	117	36	35	24	128	30	92	135
Pctp	2182	437	579	341	1939	554	1357	1413
Padi2	5	0	2	0	5	0	4	6
Vmn1r23	0	0	0	0	0	0	0	0
Cavin1	82	62	110	38	77	62	53	96
Omd	112	9	62	14	93	56	13	26
Srp54c	0	0	0	0	0	0	0	0
Me3	2	0	1	0	1	0	1	1
Eif4e1b	0	0	0	0	1	0	0	0
Nsd2	328	49	80	46	265	70	213	216
Hbb-b1	0	0	0	0	0	0	0	0
Ido1	0	0	0	0	0	0	0	0
Cracr2a	5	0	0	0	5	0	2	1
Tmem128	478	170	188	87	452	118	249	356
Mplkip	186	5	22	14	197	9	109	171
Cyp2c50	4828	1622	1787	1926	4926	1370	4201	6302
Abhd15	636	94	121	42	706	55	363	466
Glo1	3505	528	281	204	2781	214	2778	3274
Slc22a13	0	0	0	0	0	0	0	0
Cstf2t	368	181	267	120	306	137	232	261
Lamtor2	674	291	417	180	655	235	427	480
Tor1aip1	887	206	282	174	778	239	514	678
Mfsd2a	511	196	215	114	626	153	436	550
Spatc1l	2	4	1	4	3	1	9	2
Rflnb	9	3	1	2	8	1	7	11
Klra7	0	0	0	0	1	0	1	0
Cacna1s	2	0	0	1	1	1	1	0
Hs1bp3	215	111	94	45	261	67	131	162
Urm1	207	17	32	16	196	26	84	134
Gtf2e2	258	84	163	115	258	121	149	191
Ipmk	837	88	92	76	753	86	735	944
Plin5	1396	277	363	199	1166	290	800	919
Bbs7	47	13	19	4	50	18	23	30
D11Wsu47e	92	10	35	10	70	17	38	62
Urgcp	537	117	185	85	496	113	304	320
Mettl7a3	2	0	0	0	2	1	0	2
Tgtp1	21	1	7	1	14	2	2	8
Hexb	473	92	417	68	485	258	103	186
Ube4a	1649	347	705	326	1532	493	960	1104
1700122O11Rik	0	0	0	0	0	0	1	0
Zfp444	220	30	50	16	187	31	120	127
2700097O09Rik	75	17	49	12	76	26	54	49
Ifrd1	368	24	23	19	336	24	219	309
Gpr37l1	0	0	0	0	0	0	0	0
Mrps25	182	49	71	36	195	49	157	167
Stimate	151	23	23	8	133	16	104	93
Lypd3	0	0	0	0	0	0	0	0
Prl8a1	0	0	0	0	0	0	0	0
Gstp3	351	66	207	67	362	133	127	186
Pfn1	1944	1435	2128	1318	2014	1619	1438	1592
Acot1	275	134	37	63	102	54	335	317
Ing5	152	19	54	39	145	44	112	126
Cbx8	91	15	34	23	98	31	51	77
Scnn1g	1	0	0	0	0	0	0	0
Ybx3	256	39	108	50	219	97	115	123
Ybx1	727	53	102	64	647	88	435	675
Ercc5	278	64	112	53	285	96	190	277
Xpa	186	33	73	37	191	59	122	140
Xirp1	20	5	3	2	15	0	11	7
Xdh	2213	1054	2454	1005	2298	1881	1175	1331
Gzf1	864	96	259	135	822	186	604	721
Sftpa1	6	2	0	1	4	1	11	11
Alpk1	24	4	8	5	27	8	15	16
Gja10	1	0	1	0	1	0	1	0
Gja1	68	21	42	19	67	38	58	52
Tsc22d3	1294	871	449	539	1215	405	1361	1967
Serpinf1	11153	5981	9955	5416	11382	6825	7755	8774
Ncf2	28	10	13	11	25	10	14	21
Usp25	594	157	226	158	591	194	416	538
Wnt8b	1	0	0	0	0	0	0	1
Elp5	531	76	167	86	582	127	374	397
Obox1	0	0	0	0	0	0	0	0
Rab33a	0	0	0	0	1	0	0	0
Naaladl1	1	0	0	0	0	0	0	0
Cep19	94	6	5	8	125	10	77	81
Tcl1b1	0	0	0	0	0	0	0	0
Tcl1b3	0	0	0	0	0	0	0	0
Gm7978	0	0	0	0	0	0	0	0
Pgm2l1	60	15	19	13	67	18	43	63
Tmem216	64	6	14	6	70	11	39	54
A1cf	2976	521	1313	686	2543	973	2013	2557
Prpf40a	952	373	615	339	830	482	627	781
Mybpc1	1	0	0	0	1	1	0	0
Gatc	370	61	89	58	367	53	236	273
Plk2	232	69	88	54	225	77	190	254
Acot9	55	13	22	17	66	20	27	48
Slc9a8	474	135	173	84	398	165	275	330
Fam89b	214	47	74	30	229	25	118	178
Slc46a3	371	164	198	107	438	125	279	277
Fam161a	28	3	12	2	30	6	11	22
Pdgfa	77	11	10	5	89	7	47	68
Ggn	0	1	0	0	2	0	0	1
Tigd4	0	0	0	0	0	0	0	0
Msantd1	2	0	1	0	0	0	3	3
Rbbp5	272	79	132	77	291	102	215	241
Mtmr12	160	24	58	30	177	48	100	117
Trim23	366	117	219	118	327	171	246	269
Cfap99	0	0	0	0	0	0	0	0
Ccdc87	0	0	1	0	1	0	0	0
Thoc5	341	158	335	118	375	216	173	219
Lpcat2	58	27	40	26	46	33	30	36
Apol8	0	0	0	0	0	0	1	0
Nckipsd	70	17	37	12	45	21	32	27
Slc35c1	217	59	73	27	223	54	130	152
Fstl3	0	2	6	0	5	1	0	1
Psg25	0	0	0	0	0	0	0	0
Doc2b	1	0	0	1	0	1	0	1
Sorbs1	951	130	330	137	767	218	497	600
Slc22a1	5707	2614	2642	1458	5779	1778	4328	4739
Cdan1	147	22	51	22	131	19	64	96
Olfr1344	0	0	0	0	0	0	0	0
Nap1l4	834	161	313	154	799	243	497	509
C530008M17Rik	1	0	1	0	0	0	0	0
Rif1	302	78	148	59	256	117	154	235
C1rl	1835	743	1000	722	1645	678	1325	1582
Fam168a	395	56	89	56	328	66	270	349
Ganab	3584	2175	2341	1616	3378	1819	2816	2852
Dscam	0	0	0	0	0	0	0	0
Aipl1	0	0	0	0	0	0	0	0
Rem2	0	0	0	2	1	2	4	2
Otud7a	1	0	0	0	0	1	0	0
Ttc21a	1	1	1	0	2	0	2	0
Amn	87	0	35	0	103	24	0	2
Krtap19-1	0	0	0	0	0	0	0	0
Krtap19-4	0	0	0	0	0	0	0	0
Htr4	0	0	0	0	0	0	0	0
Prpf18	580	116	180	135	553	146	392	505
Eftud2	568	222	412	143	545	256	328	340
Nr4a2	2	1	1	0	6	0	4	6
Syce1	0	0	0	0	1	0	0	0
Lrrc27	10	0	2	2	7	1	0	3
Vsx2	0	0	0	0	0	0	0	0
Abhd5	735	238	171	139	584	162	727	624
Entpd4	0	0	0	0	0	0	0	0
Rnf32	4	0	0	1	5	0	2	5
Gsdmc4	0	0	0	0	0	0	1	0
Tmprss9	1	1	0	0	0	0	1	1
Hras	604	98	88	82	592	57	546	727
Eps15	722	286	337	189	690	197	522	625
Sele	2	0	5	1	2	1	0	0
Zfp14	50	2	6	1	43	1	13	26
Pcp4l1	75	1	12	7	91	7	40	59
Cir1	20	2	1	1	18	2	8	14
Plin3	587	186	406	165	697	202	345	469
Tgif1	154	71	58	47	118	71	104	151
Mpzl2	627	48	101	65	734	62	330	469
Edrf1	434	146	206	165	462	166	284	360
Prl2a1	0	0	0	0	0	0	0	0
Dusp26	0	0	0	0	0	0	0	0
C6	727	4737	612	4191	518	597	4178	5202
Lrguk	0	0	0	0	0	0	0	0
Cpa1	486	0	0	0	0	755	0	0
Palm3	0	0	0	1	0	0	0	1
Sys1	662	50	59	28	778	33	448	506
Mrpl20	1023	267	337	245	1041	266	639	834
Inava	1	0	0	0	2	0	2	0
Bmp6	32	5	7	5	69	3	49	63
E2f7	7	1	0	0	2	1	4	0
Reep1	31	6	3	3	33	1	11	10
Nop16	457	267	285	145	468	188	341	379
Lamtor4	901	308	452	256	1022	296	630	772
Nfasc	12	1	1	3	20	1	6	12
Slc45a3	767	73	53	41	690	47	708	651
Slc22a2	59	0	0	0	83	0	64	36
Fabp1	61925	58029	39420	51977	49177	34011	57140	92933
Zfp954	128	12	19	8	136	14	82	109
2610044O15Rik8	34	4	1	1	36	1	28	27
Oat	13077	6674	8886	5159	15448	5007	12548	14309
Fzd2	2	1	0	0	2	1	3	2
Retnla	1	1	0	0	4	6	2	1
Oog4	0	0	0	0	0	0	0	0
Ccdc180	0	0	1	0	1	0	0	1
Lat2	12	1	1	0	17	1	8	5
Gsdme	38	3	20	3	44	14	14	18
Ddx59	112	15	33	13	103	31	82	72
Srsf6	1264	277	484	234	1116	414	813	1117
Cnnm2	162	48	54	24	157	40	90	94
Ctf2	0	0	0	0	3	0	3	2
Tmem156	6	0	1	0	5	0	4	4
Ky	0	0	0	1	0	0	0	0
Isca1	350	0	0	0	329	0	266	277
Gm7609	1	2	0	0	4	0	5	3
Tacc3	42	6	7	4	29	14	18	16
Usp3	589	91	181	91	478	140	303	438
Rb1	120	24	61	31	130	46	101	125
Foxo4	370	24	38	21	337	28	243	343
Npff	1	0	0	0	1	0	0	2
Casc4	40	3	9	5	40	9	27	57
Obp1b	0	0	0	0	0	0	0	0
Mybph	0	0	1	1	1	0	0	0
Dsel	12	0	4	4	15	0	10	23
Tmem236	1	0	0	0	0	0	0	1
Wrn	172	53	99	49	162	74	95	116
Qk	686	197	396	266	647	276	582	662
Dynll2	2867	545	580	454	2708	576	2117	2415
Ccdc162	100	30	28	24	99	22	75	105
Naa15	572	303	601	357	447	467	359	517
Sephs2	8689	1504	446	1632	7236	386	9584	12673
Sprr1b	0	0	0	0	0	0	0	0
Sprr1a	6	0	2	0	9	4	0	0
Fdx2	35	15	32	12	48	16	15	23
Gm12258	63	0	2	0	59	0	34	42
Vegfd	27	2	9	4	30	5	6	15
Haus2	209	33	80	42	224	68	143	154
Naip2	34	19	24	23	50	26	48	29
Zfp599	0	0	1	2	5	0	3	4
Inafm1	41	2	0	0	38	0	26	52
Mcm6	150	28	114	29	111	68	46	60
Dclre1a	178	24	37	12	206	35	81	101
Ap3m1	885	55	183	101	806	162	476	745
Fnbp4	230	28	61	17	239	44	170	224
Slc25a35	13	4	4	2	8	6	4	9
Cd163l1	0	0	0	0	1	0	0	0
Phf1	248	10	21	12	256	21	141	176
Rbm8a	464	121	168	87	465	107	284	321
Abcc6	2758	1398	1655	834	2668	1244	1757	1775
Ube2i	97	1	2	3	101	0	67	91
Krt35	0	0	0	0	0	0	0	0
Medag	5	0	0	0	5	0	1	6
Dusp9	2	0	1	0	1	0	0	1
Ephx3	2	1	0	1	1	1	0	1
Kansl1	321	70	103	68	268	78	235	311
Arnt2	0	0	0	0	0	0	1	0
Bcl7a	170	24	33	19	171	24	85	129
Engase	104	27	43	15	126	22	66	59
Fktn	183	16	15	11	206	17	140	139
Letm2	38	4	7	4	18	4	8	23
Btnl2	0	0	0	0	0	0	2	10
Scube2	3	0	0	0	1	1	0	2
Dusp3	518	110	147	98	431	87	419	525
Nradd	6	1	2	2	12	0	4	4
