geneid	control_RPF_2	control_RNA_2
CG17974	0	0
cv-2	13	55
CG10795	21	815
eEFSec	16	281
Acox57D-p	45	3418
Acox57D-d	160	2970
Sdc	543	6426
Sara	124	2429
Fkbp14	80	1013
CG46395	0	7
TAF1C-like	88	1559
MESK2	196	3877
CG10494	42	987
CG30288	0	1
CG30289	1	1
Egfr	257	632
CG30286	6	2
CG30287	0	1
CG33226	0	2
CG30283	0	2
twz	0	5
CG30222	0	0
CG33225	0	0
CG10433	114	153
CG15673	20	50
CG18870	16	4059
clt	95	1158
PTP-ER	27	5847
mahj	597	8644
CG15674	0	1
CG10321	62	5384
CG10082	151	1880
CG30284	0	2
ND-B12	194	1721
Rae1	340	3555
pirk	0	8
CG42362	14	0
CG42363	5	0
CG42364	0	0
CG42365	42	990
PIG-M	13	0
CG42380	4	0
CG42381	25	0
CG42379	10	0
NC2alpha	143	3092
CG15676	0	2
stum	2	7
eIF3k	469	6338
Tbp	112	3435
CG30285	15	27
CG10307	1	14
CG42497	31	0
Tim10	23	0
CG42496	34	0
Ppcdc	12	0
CngB	12	40
HmgZ	623	979
HmgD	2377	37680
CG30403	35	1269
Tango11	124	4437
CG30398	30	10
LBR	231	3017
Grx1t	0	0
CG43982	0	0
CG30395	0	1
CG4021	2	0
Loxl2	0	0
CG34204	0	0
CG18735	0	0
tpr	0	0
CG13492	9	0
CG34040	0	0
CG4363	0	0
CG4377	0	0
CG4372	0	0
CG9294	0	0
comr	0	1
Fili	12	47
PpN58A	0	1
CG43742	1	0
CG13488	0	0
CG43405	0	0
CG13494	0	0
ppk9	0	0
CG34029	2	0
CG9304	63	4187
Gr58c	0	0
Gr58b	0	0
Gr58a	0	0
dany	1	13
CG34370	0	0
CG9308	0	0
PpD5	0	0
CG13500	0	0
CG13501	5	1
Snp	185	5503
CG44249	19	106
CG11475	0	68
CG11474	89	2535
CG2921	91	1933
GlcT	21	3885
Synj	275	4455
CG13502	0	1
CG43393	0	0
CG44163	0	0
flap	2	1
Plekhm1	58	2074
Vrp1	45	3062
CG30280	2	3
CG30281	2	1
mei-S332	19	1728
GM130	169	2626
NtR	9	2
CG34205	0	4
a	57	1020
CG11269	1	0
gom	1	3
CG34206	0	0
CG3045	105	1530
Fbxo42	124	598
CG11170	10	781
CG11275	16	105
MED16	87	1538
Vps35	635	5578
Swim	312	826
Alp7	0	0
Alp2	2	0
Alp8	1	0
CG11291	0	0
ari-2	39	6283
CG30278	1	0
Oatp58Da	0	0
Oatp58Db	0	0
Oatp58Dc	1	0
dve	0	1
CG5819	1	4
wdp	104	184
Gp150	3616	4817
CG34207	2	19
T3dh	23	80
pgc	2	17871
CG34208	0	2
Liprin-gamma	6	197
CG11298	0	1
Rtf1	154	8492
wrapper	2	5
CG13506	40	193
babos	291	621
CG6044	18	45
VepD	0	7
qkr58E-3	262	2307
PolE4	48	1844
qkr58E-1	74	2220
qkr58E-2	83	4066
mRpS29	141	2812
rad50	358	5985
CG46442	1	4
CG10344	13	985
ppk12	0	3
CG10384	0	1
CG45062	1	0
CG45063	0	0
CG4752	226	1379
CG4554	380	3962
CG4610	38	2093
px	127	6812
gas	0	0
CG11362	0	4
dnr1	55	252
CG3927	0	0
CG4269	0	0
CG4294	86	2027
RpS16	1318	46608
Vps20	90	1372
CG4329	0	6
CG33143	0	30
CG17807	22	1078
Cdk9	92	1302
bonsai	371	2526
CG3732	27	1804
RpS24	1920	35312
Ugt317A1	50	181
CG2852	4003	26537
CG30195	8	10
CG34446	5	17
CG34445	14	25
CG3746	4	7
nsr	3	0
Cyp6d2	34	40
CG30196	0	7
CG43325	0	0
CG43326	0	0
CG13510	9	0
CG13511	0	0
CG42565	254	0
CG42566	148	395
CG4250	222	326
CG42867	0	2
CG30269	0	0
CG30273	3	0
CG13516	20	42
RYBP	10	4261
Ppa	10	123
robo1	14	120
CG30259	1	0
Obp59a	0	0
Obp58b	0	0
Obp58c	0	0
Obp58d	0	0
CG30275	0	0
CG30268	1	0
jbug	98	317
CG42260	1	20
CG13526	0	0
CG13527	0	0
CG30270	0	0
blw	8625	46630
CycB	894	174724
stl	103	390
CG30271	2	3
CG42284	1	0
CG30274	0	2
MFS1	0	0
CG30265	0	0
CG12490	0	0
CG9825	0	0
CG9826	3	6
CG3649	0	2
CG13531	166	3921
RpL23	1095	43953
inaD	0	4
fd59A	3	0
CG13532	0	0
PIP5K59B	0	126
EMC8-9	308	2172
YME1L	240	6266
asrij	82	1635
Gmer	69	1312
MED23	191	1976
CG3700	12	777
nahoda	425	1112
CG30187	0	20
Nup214	721	10926
ReepA	94	4789
CG3788	3	986
CNBP	901	61253
CG9849	25	591
CG3831	41	3403
CG42694	11	684
CG32834	0	0
CG32833	0	0
twi	0	0
CG9897	0	0
CG9896	7	1869
CG42741	0	2
Fatp2	1	4
CG44253	0	1
DCTN3-p24	122	726
CG9890	57	1415
PPO3	12	121
l(2)k09913	428	7078
Fib	1089	5623
CG3085	16	503
Art7	54	1318
CG43659	0	0
Gr59a	0	0
Gr59b	0	0
CG9877	0	0
CG13538	0	0
CG9876	0	0
RpL37b	0	1
CG42703	0	0
Gr59c	1	0
Gr59d	0	0
Klp59C	0	0
Gpdh2	1	0
CG30192	0	0
CG13544	1	0
Klp59D	0	0
CG43207	4	0
CG9899	0	0
CG13545	0	0
side-V	62	455
CG13539	0	0
LS2	0	0
CG3092	0	0
yip3	2	0
RpL22-like	2	1
CG12782	1	3
CG13540	2	8
ord	2	20
CG3124	0	0
CG13541	0	0
Prosbeta5R1	0	0
HP1Lcsd	0	0
CG30412	0	0
CG30416	0	0
CG9861	1	0
tbrd-3	0	0
CG30413	0	0
CG3502	0	3
CG9863	0	0
CG34210	0	0
Rpi	145	3565
CG3500	19	628
CG9875	0	1
CG34423	0	10
Mthfs	5	198
vir	205	1503
Ice1	256	6268
Golgin245	202	3432
CG13551	2540	6332
yellow-d	2	73
yellow-d2	3	60
CG30414	10	159
roh	816	5083
eIF2Bdelta	508	3616
Mtmr6	90	2802
CG3520	152	1412
CG9812	3	0
CG30411	0	0
CG9815	4	28
Or59a	0	0
CG43795	0	0
SkpF	0	0
Or59b	0	0
Or59c	0	0
CG13557	0	0
CG13558	0	0
CG13559	0	2
CG3906	0	0
RabX1	53	2670
mi	270	8458
bw	1	8
ppk3	0	0
Gr59e	3	1
Gr59f	0	1
AIMP3	128	1516
wmd	274	6048
levy	847	3306
pita	193	6317
Dcp-1	139	1729
Rrp4	53	1679
ItgaPS5	0	5
Pi3K59F	65	1391
CG30184	3	202
apt	120	10575
CG42560	0	0
CG42559	0	0
IM18	0	0
CG10332	0	0
CG43209	0	0
Eglp1	0	0
Eglp2	0	2
Eglp3	0	0
Eglp4	2	15
retn	72	10481
Pde8	18	636
St1	1	4
St3	1	5
l(2)efl	62	44
Pal2	0	0
CG30183	114	4471
angel	6	542
mRpL43	142	748
sigmar	43	5696
l(2)dtl	178	6700
Alg3	74	1452
CG5504	223	2747
Sesn	55	0
CG46429	4	0
CG18128	0	1
egl	290	9837
CG13560	0	0
CG34105	0	0
CG12491	0	0
CG11300	0	0
CG5532	351	1458
sona	138	368
CG15800	0	1
CG30177	0	0
CG13561	0	1
CG5539	0	1
Ssrp	718	13438
CG5543	112	1298
Nxt1	178	2628
pippin	40	39
GlyT	1	0
CG4763	0	0
CG46398	0	2
shu	187	2259
Snap29	374	2003
CG5554	467	7324
ytr	62	5564
eIF6	365	3143
gbb	121	198
bgcn	2	13
Pym	110	2881
TBPH	154	1514
Cpes	94	5617
CG5569	113	1249
Mtpbeta	1261	8798
ken	60	3349
TM4SF	9	102
CG4882	159	2264
PHDP	0	0
CG5597	17	74
DCP1	314	2252
DNAlig1	500	4532
Upf3	156	1080
CG17658	2	848
CG5339	61	3419
Lpt	147	3421
CG13562	0	45
Nap1	1973	40
kcc	130	3115
SERCA	1335	18573
CG2812	24	0
CG3735	176	2707
Taldo	532	6330
Galphas	34	304
Orcokinin	0	3
Stoml2	333	3053
fzr2	0	13
CG3803	44	725
thoc5	270	2251
CG16787	77	787
alpha-Catr	0	1
CG13566	0	0
Fmo-1	1	20
Alas	72	2110
CG34213	13	371
or	123	1155
CG10904	41	1176
CG3065	26	2454
mr	193	2915
PPP1R15	62	4097
Sox14	125	630
Phm	96	1308
CG30178	0	8
Pask	0	7
CG3860	39	2477
Unc-89	14	150
CG4324	0	0
Rsph4a	0	1
CG3907	26	357
Xxylt	4	498
Ak2	203	63
EbpIII	44	44
HSPC300	92	970
CG3163	98	865
CG30172	0	21
Chi	200	3911
MAN1	181	8633
Not11	71	1192
IntS1	597	5908
tsr	2568	31747
gammaSnap1	160	356
sei	28	744
ppk29	0	158
CG13563	0	44
eEF5	1587	53139
RpL12	1051	43277
RpL39	1024	29535
Rap2l	71	3342
yki	25	3301
Gpat4	424	3104
Mlp60A	43	144
CG10339	0	0
CG13564	0	0
CG16786	0	1
snama	295	7109
gek	253	4903
enok	145	4685
CG4049	56	3422
CG3253	0	1
CG3257	4	0
CG43776	0	0
CG43775	0	0
CG43777	0	0
tamo	44	4056
Zfrp8	80	783
Naa35	202	2747
0	51	176
DnaJ-60	13	0
CG42568	0	0
spag	360	4115
CG3328	5	11
mRpS17	293	1821
Nop60B	1860	32240
ocm	86	3706
cN-IIIB	108	1011
CG3356	293	6400
CG11406	1	1
CG30419	0	0
nord	33	106
Ir60a	1	1
CG13575	0	0
CG3376	101	3390
CG13577	0	1
nvy	0	1
Fatp3	115	3338
betaTub60D	227	1140
slbo	6	8
bs	82	2391
CG44812	1	0
CG13578	0	0
mAChR-A	0	8
Slik	385	6353
Rpn8	668	8576
SerT	0	1
PIG-Z	26	0
CG45069	0	0
prom	1	10
CG42383	0	0
CG15873	0	0
Pgam5-2	0	0
CG3483	0	0
CG4563	0	0
CG13579	0	0
CG3492	0	0
CG3494	0	0
CG16837	0	0
CG13589	0	0
CG13590	0	0
Crtp	0	0
Ssl	0	0
Prosalpha4T2	0	0
CG13581	0	0
Letm1	510	6545
Ir60b	0	1
Ir60d	0	5
CG4612	136	14069
Brca2	36	3933
Ir60e	1	3
CG13585	64	763
CG4622	104	2229
CG11413	0	0
ITP	5	66
Nurf-38	975	12280
CG11414	252	6339
uri	132	4244
Fcp1	264	3683
CG3511	231	3012
Start1	45	2953
SIFa	0	3
CG4681	0	3
pio	6	23
CG13587	0	4
ATPsynF	400	7103
CG3548	96	3757
CG3565	0	0
Samtor	21	870
CG4707	59	1747
CG42360	178	2344
CG42361	0	52
CG4741	1	10
Adck1	52	1715
CG13594	0	3
Cyp9c1	12	0
CG3640	0	0
CG4781	0	0
CG3663	138	955
Cpr60D	0	3
CG30161	0	1
ND-19	213	1992
CG34214	0	4
CG4806	305	3160
CG33228	88	1074
Pof	53	2572
Mmp1	18	37
SiaT	0	0
Mid1	2	2
Usp15-31	119	3229
spz6	0	0
CG3880	0	2
CG12848	36	1290
CG3894	11	1991
GstE12	367	1742
Eps-15	179	7513
egg	362	3782
Lcp9	0	0
CG3594	82	946
TyrRS-m	49	955
CG3589	40	1286
key	160	3053
Reg-5	226	1155
ETH	4	0
Orc4	167	2951
CG12849	0	0
CG3611	1	0
CG42851	0	0
Dll	1	0
CG3650	1	0
Atf-2	9	796
CG16896	206	3199
CG30423	196	2617
CG44247	0	48
NKAIN	32	7775
Ance-5	2	5
NaCP60E	9	498
Tpc2	0	15
CG9083	1	0
RpL41	4029	105072
pain	116	443
CG30427	0	0
CG3760	618	7472
CG2811	34	1069
Tina-1	96	1969
CG15861	0	301
CG3770	4	711
CG2790	89	2570
CG12851	3	20
CG2765	71	5229
CG30424	2	5
RpL19	2229	57433
CG3776	108	2349
Phk-3	16	16
CG2736	26	33
emp	194	230
CG3829	5	19
0	2891	13498
uzip	69	729
Nplp1	2	4
gsb-n	0	0
gsb	0	0
gol	3	35
lov	0	55
CG30430	0	0
CG43106	0	0
CG34038	0	0
Sfp60F	0	0
EbpII	0	0
Ebp	1	0
CG9380	5	255
Kr	0	2
CG30429	0	1
CG33680	0	2
CG30428	18	47
CG17636	1	57
RhoGAP1A	173	5557
tyn	33	159
CG17707	0	2
CG3038	37	1800
G9a	106	14331
CG42376	76	1170
cin	230	5623
CG13377	71	34
CG13376	0	1
ewg	31	3600
CG3777	16	38
CG13375	0	35
CG12470	0	1
Or1a	0	1
CG32816	66	286
CG43181	0	0
CG43182	0	0
y	49	54
ac	0	0
sc	0	1
l(1)sc	5	1
Pgcl	2	1
ase	1	0
Cyp4g1	526	953
ebo	78	7872
CG13373	121	0
CG32817	4	15
CG3176	5	51
CG18273	311	3990
CG3156	98	1178
CG17896	295	6427
CG17778	0	4
svr	376	7613
elav	5	66
arg	1	9
CG4293	155	1958
Appl	8	213
vnd	0	0
spdi	304	21507
CG13365	110	557
Vsp37A	119	3199
CG13369	6	1168
CG13364	972	3387
CG17829	109	3901
RpL36	1392	41654
Mybbp1A	417	1745
Dredd	49	718
su(sable)	309	4419
CG13367	219	1301
Roc1a	418	5327
Hmt4-20	122	15923
SkpA	857	11962
sdk	136	9079
CG13362	0	2
CG5254	1	83
CG13361	0	0
CG5273	61	3122
RpL22	3051	8446
fz3	20	199
tw	12	2
CG13360	1	4
CG16989	140	3370
Rbf	139	12788
CG13359	1	7
CG13358	0	5
Sec22	41	5039
CG43867	57	2598
CG14635	1	0
CG3713	0	0
CG14634	0	0
CG11664	0	0
CG11663	0	0
Lztr1	36	1922
MED22	34	1950
CG3708	0	11
CG3706	1	8
CG32815	0	23
TRAM	167	3084
CG3704	86	2505
mus81	60	3568
CG3703	0	14
CG3699	0	8
CG3690	0	0
CG18823	0	1
TfIIA-S-2	0	1
CG14631	0	0
su(w[a])	128	7668
CG11638	3	51
CG32814	1	44
CG3021	38	1457
Cdc45	128	10918
Rpp21	7	69
CG14630	0	0
CG42259	72	723
CG14629	23	55
CG3655	53	5021
CG14628	2	2
eIF4E7	0	0
CG11378	103	197
CG11384	0	1
CG11379	0	0
CG14627	0	0
CG14626	0	2
CG11380	13	20
CG14625	0	1
CG11381	389	738
CG14624	4	13
CG11382	47	98
CG11398	60	1624
CG3638	95	6765
CG11403	38	2112
Atf3	27	223
CG32812	0	4
DAAM	117	4801
CG32811	0	0
fs(1)N	549	7453
CG11409	5	62
Naa30A	43	5674
MTPAP	28	1821
Tsp2A	2	10
CG12773	81	5783
CG11417	128	5076
png	40	3271
CG14770	0	2
ssx	138	4906
AMPKalpha	640	6136
CG3719	52	1334
CG32813	4	185
Rilpl	48	2228
futsch	3	62
Gr2a	2	0
CG14785	0	73
Lrpprc2	119	1652
CG14787	0	9
Ns3	543	3193
O-fut2	32	1874
CG14777	5	105
CG14778	3	23
CG32808	0	14
pck	81	2744
CG14780	0	1
Rab27	6	598
mei-38	106	4361
rush	94	2775
sta	1974	36141
inc	59	5376
Nmdar2	0	4
CG14795	1	0
Mur2B	565	2879
br	42	569
dor	105	1157
CG3740	81	667
hfw	26	2042
CG32809	3	744
CG14797	0	5
b6	0	1
a6	22	1425
CG3795	0	0
Scgdelta	0	4
prage	78	1125
Adar	25	2770
CG32806	0	1
CG14810	0	1
CG14811	0	0
Lamtor5	38	1131
deltaCOP	269	5020
Gcna	264	20300
MED18	173	957
Pex5	100	1439
CG14803	255	3473
Pgam5	242	2888
Vps26	199	6228
CG14817	213	1286
CG14805	178	2599
CG14818	67	599
Coa8	43	1763
trr	93	4231
mRpL16	136	1949
arm	948	26763
Ldaf1	26	822
CG32801	0	0
Edem1	68	2479
mip130	179	3443
Rbcn-3B	139	2248
eIF2Bepsilon	152	1994
Ocrl	39	4417
CG11596	80	7197
CG3857	31	483
CG3587	48	1128
Hr4	25	310
PIG-K	183	1754
east	319	19639
Actn	416	6846
usp	85	6736
CG4313	1	443
CG4325	6	23
moody	13	226
Sik2	1	20
CG4281	23	5126
CG14054	2	9
CG4199	125	4537
CG4194	0	65
Rtca	64	2062
CG4045	58	642
CG4025	31	453
CG16903	91	4052
Unc-76	134	3681
csw	168	8095
ph-d	36	1781
ph-p	14	142
D2hgdh	27	281
Pgd	814	3544
bcn92	68	1545
wapl	278	8632
Cyp4d1	7	13
CG3630	27	2336
ND-B14.5A	127	1367
Cyp4d14	1	0
Cyp4d2	2	0
Cyp4ae1	13	16
pn	58	1479
Nmd3	402	2301
CG17776	33	1231
CG17777	0	29
CG3457	73	2011
Mct1	257	1297
CG14053	0	117
FarO	0	36
SmydA-8	1	5
Vinc	542	3899
CG14052	0	4
pcx	189	4710
kz	237	2233
fs(1)K10	66	4578
Or2a	0	9
crn	288	1973
CG3191	5	42
CG3091	3	35
CG3078	0	4
temp	10	1960
CG3071	432	3573
CG2924	65	14987
CG2918	1132	12529
Vml	2219	735
CG2865	77	8003
Raf	46	5711
CG14050	2	29
CG2854	0	14
Ilp6	16	335
mRpL14	80	1181
CG2841	218	3336
PsGEF	3	9
CG12496	0	1
CG32797	0	0
gt	0	8
tko	238	2027
boi	117	5245
z	16	3132
trol	1873	6410
Pdfr	3	33
Vha36-3	1	3
AANATL7	0	0
CG13760	4	882
wds	291	5615
egh	49	5913
Klp3A	676	7933
Zw10	246	7449
Smyd3	92	1879
eIF3g1	414	7863
Tsp3A	35	740
Seipin	38	2013
brv3	0	6
Pi4KIIIalpha	120	7413
sgg	315	9288
HLH3B	0	0
CG2652	0	0
per	63	137
dyw	0	2
Spg7	133	2635
CG2662	71	1427
Ugalt	42	2122
eIF2Bbeta	98	1613
CG2680	0	2
CG2681	0	6
CG2685	117	2550
CG2694	62	5659
CG2701	159	2330
fs(1)Yb	36	71
fs(1)Ya	871	12793
vilya	4	13
dwg	87	1848
ttm50	175	3058
CG2712	15	787
crm	59	6741
Syx4	160	48
kirre	5	101
CG32795	160	4443
w	162	5236
CG12498	0	2
CG14416	0	0
CG14417	0	0
CG14418	0	0
CG14419	0	0
CG3526	0	0
CG3588	0	0
CG14424	0	0
CG32793	1	1
CG3592	0	0
CG3598	0	0
CG14420	1	0
CG14421	0	0
CG14422	0	1
CG14423	0	1
CG17959	0	0
CG3603	105	888
rst	3	229
CG4116	0	0
N	343	1789
CG18508	62	1028
Fcp3C	221	151
CG3939	135	1910
dnc	50	6610
CG14265	0	0
ng2	0	0
ng3	1	0
ng1	0	0
ng4	0	0
Pig1	0	0
Sgs4	0	0
CG10793	3	0
Myc	348	5113
CG12535	0	39
CG14269	0	2
CG16782	0	1
CG10801	1	0
CG16781	0	0
CG12206	10	74
CG10804	0	1
CG10802	114	2313
CG14270	39	1622
CG10803	121	4771
Gas8	0	0
DIP-alpha	0	222
CG13021	0	0
ppk8	2	4
CG2875	387	3120
AstA-R1	1	8
Ilp7	30	287
Parg	69	2705
Mnt	119	12876
Rala	219	6078
Tlk	213	18863
HIP-R	60	3004
Crg-1	0	0
HIP	81	2726
fd3F	0	2
ec	46	126
CG2901	0	0
yin	231	11121
CG2930	9	36
VhaAC39-1	550	12792
CG15239	1	1
CG42541	1	13
CG2938	38	10921
Glos	47	1142
Gem4b	0	2
Gem4c	0	0
Vap33	866	18426
lva	340	9402
CG6428	27	1513
CG6414	5	0
CG43689	3	202
Cmtr1	59	1178
CG15375	2	4
Xpac	205	1011
brn	18	695
cib	4091	18097
Nsun2	448	1931
dgt4	54	942
Tip60	134	1820
tyf	1736	23499
GlcAT-I	24	1875
Fas2	277	712
CG43288	0	0
CG15571	130	221
CG15570	697	1356
Femcoat	469	845
Muc4B	115	524
CG43134	18800	7166
CG43135	46	57
CG15576	0	0
CG12691	0	0
CG15572	0	0
CG15577	0	2
CG15578	0	0
CG12692	0	0
CG15579	0	3
mei-9	224	2715
NO66	796	15838
mRpL33	162	722
norpA	159	5872
CG12693	0	0
CG3626	103	2469
CG12688	0	4
bi	0	0
CG3556	1	7
rb	251	7546
CHOp24	384	2285
CG3568	7	136
Usf	12	2571
CG15912	1	148
CG11436	47	1927
CG3527	213	1165
CG11444	591	5863
CG3546	1	0
CG12684	0	0
peb	215	1085
Alms1b	0	27
Alms1a	20	2123
pon	24	614
CG3081	0	1
CG3062	0	0
HLH4C	0	0
mRpL30	155	2233
Torsin	227	3844
Cbp80	515	6736
CG15473	0	31
CG3009	0	25
fzr	140	1581
Pp2C1	80	6890
ctp	374	22135
Pdha	733	12025
CG7024	1	6
Proc-R	2	212
CG15472	0	0
Klf15	0	0
CG2871	0	0
CG15471	0	0
CG6978	0	0
CG2861	0	30
CG12682	0	0
CG42594	0	4
boil	0	0
CG6927	120	13520
CG32772	49	4312
CG4041	49	1912
CG6903	137	3379
CG44774	120	2945
Ptp4E	84	2690
CG15468	3	6
CG12680	0	1
ovo	561	18187
CG32767	29	11572
CG15465	1	0
rg	194	19
Rpn13R	0	1
CG5062	0	0
CG42749	1	3
CG3323	3	84
CG17764	1	22
Cdk7	120	3034
snf	738	4055
TrxT	1	11
dhd	6559	143616
CG4198	2	161
CG15930	11	27
Sas10	168	2151
Rnp4F	244	2805
Mcm3	638	7243
CG3309	69	2709
XRCC1	137	2945
CanB	0	6
SK	0	50
NAAT1	0	3
spoon	594	30654
Usp16-45	796	11792
CG16756	0	5
CG15784	123	422
SPR	1	2
frma	3	9
CG32762	1	0
CG4151	0	0
CG12730	5	69
Vsx2	0	1
Vsx1	0	0
CG34435	0	0
CG34434	0	0
RhoGAP5A	46	2156
Mlc-c	748	6975
Pop1	67	1682
OtopLa	4	64
OtopLc	0	7
Sirt4	7	24
CG4119	308	5017
Rab18	124	1333
RpL35	936	33676
Tre1	35	1419
Gr5a	0	1
CG42449	1	1
PGAP1	96	2336
cv	32	335
CG3149	36	917
AdamTS-B	0	3
CG33080	48	198
Snx27	17	3932
CG15773	0	1
IntS6	117	3771
CG4078	184	2607
CG15772	1	7
lin-52	84	2154
CG15771	176	6591
MAPk-Ak2	212	6553
CG42699	10	1159
CG3097	3	13
CG42264	0	0
CG3108	5	2
CG15767	0	0
CG12239	0	3
Cpr5C	0	1
Prosbeta2R1	0	0
CG44329	0	1
AgmNAT	30	186
CG15765	5	0
CG12729	0	0
CG43136	0	0
CG43137	0	0
CG15764	0	0
GAA1	179	3993
mof	308	1612
Usp30	47	3403
CG16721	240	1687
Act5C	6876	110479
CG4020	5	241
CG12236	50	5316
Shmt	625	6778
CG3726	91	1134
CG12728	10	482
CG32756	22	321
CG6041	1	14
CG32755	0	0
CG6048	0	0
CG6067	2	11
fs(1)M3	270	7819
Grip	6	233
CG5966	62	503
CG4766	0	0
mab-21	0	2
rux	15	339
MCTS1	267	3656
CG5937	1	10
CG5921	12	50
CG43115	1	0
CG5928	0	0
Tsp5D	0	3
CG4666	24	95
CG4660	0	0
raptor	233	2387
Mipp2	25	142
Nep1	3	62
Ca-alpha1T	7	104
CG32750	3	0
CG32751	0	0
CG43090	1	0
vanin-like	0	0
Btnd	0	2
Efr	72	1843
sqh	562	4538
dtn	58	7199
CG14445	0	1
Rbcn-3A	665	7227
Spx	76	2921
schlank	188	6648
CG3781	11	851
Spt6	459	5761
CG3566	98	1608
Ubi-p5E	288	27435
CG11700	15	742
Top3beta	140	5025
wuho	145	1624
Rpt4	1344	9134
mldr	56	809
CG15892	0	0
CG15891	112	781
CG3815	175	5165
CG12219	85	2616
CG3823	2	5
CG15894	1	8
CG42240	112	9876
CG3842	64	1909
CG3847	171	4319
ND-B16.6	336	3499
kdn	243	7126
swa	316	18296
Marf	411	10121
PpV	87	4727
CG33664	0	0
CG33669	0	0
CG33668	0	0
CG42340	2	55
CG33667	0	0
CG33666	0	0
CG33665	0	0
CG3918	15	3927
CG3342	25	1140
Agxt	5	27
RpL7A	2896	79629
dx	39	5062
CG34417	877	7394
CG17717	0	6
Pat1	126	1565
APC7	414	10528
pigs	33	747
CG14443	0	3
CG3226	715	4580
Cdc7	95	7863
CG3224	345	1992
Ctr1A	75	1746
CG3198	30	2248
Mcm6	805	10525
ND-ASHI	236	1662
Fum1	489	9883
Fum2	14	22
Pink1	368	6316
CG44303	34	13
CG3184	55	600
CG14442	66	11958
CG14440	20	1887
CG14441	37	880
CG3168	96	398
RpL17	1690	34743
CG14439	0	7
0	153	9878
Coq7	186	1694
shf	8	51
C3G	99	4006
pod1	132	8998
iav	0	4
Nf-YC	27	5567
xit	31	781
Atx-1	0	27
nonC	258	4022
mAChR-C	0	4
CG14435	30	4206
CG4557	42	2559
Cht11	51	687
CG4558	45	2910
CG14434	225	2080
CG43736	215	10590
CG14431	1	9
Setd3	29	1925
CG4586	324	5196
CG3040	47	1617
ogre	160	1216
bou	50	168
Inx7	23	120
Inx2	412	5545
cm	161	1775
CG42308	7	0
CG32736	12	0
CG3032	33	211
CG4593	124	2490
CG12541	0	21
CG14427	0	0
nullo	0	0
CG4607	9	21
Sxl	185	8543
CG4615	3	2108
CG4617	142	1149
CG8300	38	1285
fz4	34	4080
CG9650	1	134
CG1958	0	2
CG1677	367	17042
CG2059	32	1705
unc-119	13	7129
brk	29	112
Atg5	85	1513
Dok	32	4244
Acsf3	0	14
CG42780	0	0
CBP	1538	8237
CG15034	0	0
CG1999	0	0
CheA7a	0	0
CG42781	0	1
CG15035	1	0
CG32727	0	0
CG42246	6	2
CG42704	0	0
CG42705	0	0
CG34337	0	0
CG9657	0	1
CG15036	0	0
CG32726	0	0
CG11368	0	0
CG43198	1	0
CG32719	2	9
CG43138	0	0
CG32720	0	0
CG11369	0	0
CG12689	0	0
ct	64	280
CHES-1-like	110	2747
CG15478	1	0
Hira	199	5396
NELF-B	96	1434
CG12155	19	1959
Pdp	33	3052
Rab39	69	1601
Tom40	350	17480
Ir7a	0	0
CG34338	0	0
CG32718	0	0
CARPA	0	0
CG10920	1	0
CG1409	0	0
Ir7b	1	6
dec	4771	3314
Ir7c	8	135
Ir7d	1	3
Ir7e	0	0
Ir7f	0	4
Ir7g	0	5
CG10932	453	4375
Nek2	224	2536
CG45089	44	0
ND-MNLL	90	0
p115	258	1433
RpS6	3614	47860
bys	289	2279
dpr14	0	20
spidey	244	4423
snz	22	5623
hdm	1	8
Ykt6	69	3480
mahe	464	14691
Dhdds	82	1760
RpS14a	395	20136
RpS14b	90	7566
Ubr3	291	12501
orion	581	6242
CG15332	0	7
CG15330	0	2
sws	235	12387
sn	378	9038
Tbh	1	3
CG15333	0	0
CG2233	42	56
fs(1)h	368	21095
mys	702	4870
Upf2	213	4329
CG1571	0	0
Ldsdh1	7	8
CG2256	1	0
UbcE2H	56	24887
CG2258	30	3815
Gclc	249	4268
CG1575	275	2785
CG2260	268	2120
cyr	0	2
CG2116	93	2419
CG10958	0	175
CG2120	0	1
Smox	85	6673
CG17982	28	548
alpha-PheRS	427	4641
CG2129	20	1782
CG15336	0	0
CG10959	13	1291
Gbeta5	13	160
CG18262	10	698
Traf6	12	1960
GIIIspla2	52	2437
CG15337	0	1
CG10761	0	1
Or7a	0	0
CG2278	0	92
slpr	72	10569
sdt	109	1995
CG2147	86	2214
sni	56	1262
Trxr-1	2584	16947
ND-75	879	7398
CG1632	2	6
Corp	96	1515
CG15343	0	22
CG1636	12	4588
nAChRalpha3	0	25
CG1387	2	0
CG10555	259	4667
PIG-T	372	3063
lawc	2	1532
Trf2	114	13964
CG32712	0	5
Miga	125	5764
CG1440	860	9968
CG12123	52	798
org-1	0	4
CG32713	0	0
CG15347	290	443
Es2	189	2080
Sptr	148	2634
CG33223	0	87
CG12116	8	55
Cp7Fa	464	998
Cp7Fb	1376	1195
Cp7Fc	563	1606
Cp36	2410	11217
Cp38	3602	14664
otu	470	24486
CG33181	22	8873
Nrg	887	3010
PIP82	2	5
IntS4	219	3210
CG12112	32	2275
Trf4-1	274	8767
CG12111	0	0
spirit	0	3
CG12065	199	822
CG12081	28	2949
CG12659	29	1157
Crag	117	9322
Caf1-180	465	15821
oc	0	0
Rubicon	27	649
CAH3	40	8850
Ppt1	152	875
Ogg1	15	1119
CG11294	0	1
